age,attrition,businesstravel,dailyrate,distancefromhome,education,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
40,no,travel_rarely,1582.77,6,3,495,2,F,3,4,manufacturing director,3,single,4492.84,33238.2,7,no,15,3,3,full time,0,22,3,3,20,5,13,1983,153407.07,no
41,no,travel_rarely,1973.98,10,4,496,2,M,2,5,manager,4,divorced,15943.72,41453.67,3,no,15,3,2,full time,3,23,2,2,21,12,6,1982,191324.62,no
27,no,,556.26,7,3,497,4,F,2,2,healthcare representative,1,,4492.84,11681.39,8,no,19,3,1,part time,0,,2,1,7,0,7,1996,53914.11,no
52,no,travel_rarely,1739.11,3,4,498,3,M,2,4,manager,1,,14046.67,36521.33,1,desconocido,11,3,1,full time,0,,3,4,34,1,16,1971,168560.0,yes
51,no,travel_rarely,1582.77,26,4,499,1,F,3,4,manager,3,married,12783.92,33238.2,2,no,14,3,3,full time,1,,2,2,20,4,17,1972,153407.07,no
47,no,travel_rarely,468.1,2,2,500,3,F,3,2,sales executive,4,,3780.83,9830.17,0,desconocido,22,4,1,part time,1,8,2,3,7,7,7,1976,45370.0,yes
50,no,non-travel,1849.3,2,4,501,1,M,3,4,manager,1,divorced,4492.84,38835.33,1,desconocido,11,3,4,full time,1,31,3,3,31,14,7,1973,179240.0,no
35,no,travel_rarely,414.14,21,1,502,4,F,3,2,healthcare representative,4,married,3345.0,8697.0,1,desconocido,25,4,4,part time,1,10,2,1,10,0,7,1988,40140.0,yes
39,no,travel_rarely,1314.65,1,1,503,4,F,2,4,manufacturing director,4,married,10618.33,27607.67,1,no,16,3,3,full time,1,,3,3,21,11,8,1984,127420.0,yes
39,no,travel_frequently,1032.49,22,3,504,4,F,3,3,manufacturing director,1,single,8339.32,21682.23,1,desconocido,13,3,3,part time,0,,2,3,21,2,8,1984,100071.84,no
41,no,,348.32,7,2,505,2,F,4,1,research scientist,3,,4492.84,7314.67,1,no,13,3,3,full time,0,,3,3,10,0,8,1982,33760.0,no
44,yes,,1081.48,1,2,506,2,M,2,3,human resources,1,married,8735.0,22711.0,9,no,14,,4,full time,1,24,1,3,20,3,6,1979,104820.0,yes
42,no,,1582.77,2,2,507,4,M,3,4,manager,1,,12783.92,33238.2,0,no,17,3,4,,1,23,3,3,22,13,7,1981,53914.11,no
52,no,travel_rarely,1032.49,7,4,508,2,M,3,3,healthcare representative,2,single,4492.84,21682.23,7,desconocido,19,3,4,part time,0,18,4,,8,4,0,1971,100071.84,yes
38,no,,290.04,1,3,509,3,M,4,1,human resources,3,,2342.59,6090.75,1,no,13,3,4,part time,1,7,2,4,7,5,0,1985,28111.13,yes
46,no,,290.04,1,2,510,4,F,3,1,human resources,1,,4492.84,6090.75,6,desconocido,12,3,3,part time,0,10,3,4,7,5,7,1977,28111.13,yes
35,no,,438.39,4,4,511,3,M,3,2,research scientist,3,single,3540.83,9206.17,1,desconocido,11,3,2,part time,0,,3,3,9,1,1,1988,42490.0,no
28,no,travel_rarely,675.69,29,1,512,3,M,1,2,manufacturing director,2,married,5457.5,14189.5,1,desconocido,14,,2,,2,8,2,2,8,1,7,1995,53914.11,yes
44,no,,1582.77,28,3,513,4,M,3,4,research director,1,married,12783.92,33238.2,3,no,13,3,3,,1,,1,4,20,14,17,1979,53914.11,yes
50,no,,1486.85,22,5,514,3,M,1,4,research director,4,,12009.17,31223.83,1,desconocido,13,3,4,,0,,2,3,32,13,9,1973,53914.11,no
55,no,travel_rarely,2020.78,23,5,515,3,M,2,5,manager,4,,4492.84,42436.33,1,no,21,4,3,full time,1,36,3,3,36,2,13,1968,195860.0,yes
39,no,,849.85,6,3,516,4,M,4,3,sales executive,3,married,6864.17,17846.83,2,no,11,3,1,part time,1,11,3,3,7,7,6,1984,82370.0,yes
49,no,,331.29,13,4,517,13,F,3,1,laboratory technician,1,,2675.83,6957.17,1,desconocido,14,3,4,,1,10,3,2,9,1,4,1974,53914.11,yes
45,no,,1723.43,28,2,518,4,F,2,4,research director,2,single,13920.0,36192.0,1,desconocido,11,,3,,0,21,2,3,21,8,6,1978,53914.11,no
46,no,,1032.49,2,3,519,3,M,3,3,sales executive,4,,8339.32,21682.23,4,desconocido,12,3,2,part time,1,,5,2,10,0,3,1977,100071.84,no
27,no,,492.56,15,3,520,4,F,2,1,research scientist,1,married,4492.84,10343.67,0,no,19,3,4,full time,1,,2,,7,7,3,1996,47740.0,no
42,no,travel_rarely,1973.98,2,3,521,1,M,3,5,manager,3,married,15943.72,41453.67,5,desconocido,11,3,1,,0,24,2,2,22,4,14,1981,53914.11,yes
49,no,,556.26,2,3,522,4,M,2,2,sales executive,2,married,4492.84,11681.39,2,desconocido,14,3,4,part time,0,17,3,2,9,0,8,1974,53914.11,yes
29,no,travel_rarely,556.26,15,2,523,4,F,2,2,laboratory technician,3,single,4492.84,11681.39,0,yes,12,3,4,part time,0,10,3,3,9,0,8,1994,53914.11,yes
34,no,non-travel,471.3,12,4,524,12,M,3,2,sales executive,3,,3806.67,9897.33,0,no,20,4,3,part time,0,,2,3,9,8,7,1989,45680.0,no
37,no,,618.33,1,4,525,1,M,2,2,manufacturing director,3,divorced,4994.17,12984.83,1,no,18,3,3,,1,,2,,7,0,7,1986,59930.0,no
36,no,,670.53,11,3,526,2,M,2,2,manufacturing director,2,single,5415.83,14081.17,1,no,13,3,3,full time,0,6,3,3,6,0,3,1987,64990.0,yes
45,no,,356.16,29,3,527,3,M,3,1,research scientist,4,single,4492.84,7479.33,5,desconocido,13,3,2,full time,0,9,2,2,6,0,3,1978,34520.0,yes
29,no,travel_rarely,290.04,15,3,528,3,M,3,1,research scientist,4,,4492.84,6090.75,1,no,19,3,1,part time,0,6,1,3,6,1,5,1994,28111.13,no
26,no,,660.01,1,3,529,3,F,3,2,manufacturing director,2,,5330.83,13860.17,1,no,20,4,1,full time,1,6,6,1,6,1,4,1997,63970.0,no
28,no,,556.26,9,4,530,2,M,3,2,sales executive,4,single,4492.84,11681.39,1,no,16,3,4,part time,0,,1,3,7,0,7,1995,53914.11,yes
42,no,travel_frequently,556.26,30,4,531,4,F,2,2,healthcare representative,4,married,4492.84,11681.39,0,no,11,3,4,,3,7,4,4,6,0,4,1981,53914.11,yes
31,no,travel_rarely,556.26,2,1,532,2,M,3,2,sales executive,4,,4492.84,11681.39,4,yes,13,3,3,part time,0,10,2,4,6,0,5,1992,53914.11,yes
37,no,travel_rarely,1032.49,47,3,533,47,F,3,3,manufacturing director,4,single,8339.32,21682.23,4,desconocido,17,3,4,part time,0,,3,4,6,1,2,1986,100071.84,yes
37,no,non-travel,1032.49,9,4,534,1,M,3,3,sales executive,2,divorced,4492.84,21682.23,1,no,13,3,4,part time,1,9,6,3,9,7,7,1986,100071.84,no
37,no,travel_rarely,556.26,1,4,535,2,F,3,2,manufacturing director,2,married,4492.84,11681.39,6,desconocido,12,3,2,part time,1,8,2,2,6,4,3,1986,53914.11,no
24,no,travel_rarely,281.15,23,3,536,2,M,4,1,research scientist,4,,4492.84,5904.17,1,desconocido,11,3,2,part time,2,,3,3,6,1,4,1999,27250.0,yes
50,no,,1973.98,3,3,537,1,M,3,5,manager,2,married,15943.72,41453.67,1,no,11,3,3,,1,,2,3,32,10,7,1973,53914.11,no
34,no,,373.7,1,2,538,2,M,2,1,research scientist,4,,3018.33,7847.67,1,yes,13,3,4,full time,1,6,3,3,6,1,3,1989,36220.0,yes
27,no,travel_frequently,556.26,3,1,539,4,F,4,2,sales executive,4,,4492.84,11681.39,1,desconocido,20,,2,,2,,3,3,6,0,4,1996,53914.11,no
25,no,,637.62,42,1,540,42,F,3,2,sales executive,4,single,4492.84,13390.0,1,no,23,4,2,full time,0,6,5,2,6,1,4,1998,61800.0,no
34,no,,647.32,25,3,541,4,M,3,2,sales executive,4,single,5228.33,13593.67,1,no,22,4,3,full time,0,6,5,3,6,1,4,1989,62740.0,yes
34,no,,452.01,2,4,542,3,F,2,1,research scientist,1,,4492.84,9492.17,1,desconocido,11,,3,full time,0,6,3,3,6,1,3,1989,43810.0,yes
35,no,,1032.49,7,3,543,3,M,3,3,manufacturing director,3,single,8339.32,21682.23,3,no,21,4,2,,0,17,3,4,8,1,6,1988,53914.11,no
35,no,,264.02,16,1,544,16,F,2,1,research scientist,1,,4492.84,5544.5,1,desconocido,11,3,4,part time,0,6,3,2,6,1,1,1988,25590.0,no
33,no,,566.22,1,4,545,3,F,4,2,healthcare representative,2,married,4573.33,11890.67,1,yes,13,3,1,full time,1,,2,3,6,1,2,1990,54880.0,yes
29,no,,259.38,28,4,546,3,F,3,1,research scientist,4,divorced,2095.0,5447.0,4,no,22,4,1,part time,1,11,1,3,7,1,7,1994,25140.0,no
29,no,travel_frequently,290.04,10,3,547,4,F,3,1,research scientist,2,divorced,2342.59,6090.75,0,no,14,3,4,part time,2,8,2,2,7,1,1,1994,28111.13,yes
34,no,,556.26,9,1,548,2,F,3,2,sales executive,3,married,4492.84,11681.39,1,desconocido,20,4,1,part time,0,,3,2,6,1,3,1989,53914.11,no
28,no,travel_rarely,329.75,19,4,549,4,M,2,1,laboratory technician,1,married,2663.33,6924.67,1,desconocido,12,3,3,,3,6,2,3,6,3,3,1995,31960.0,no
44,no,,290.04,2,1,550,1,F,4,1,research scientist,4,married,4492.84,6090.75,1,desconocido,13,3,4,part time,1,10,5,3,10,7,7,1979,28111.13,no
31,no,travel_rarely,556.26,11,2,551,3,M,3,2,healthcare representative,1,married,4492.84,11681.39,1,yes,12,,4,part time,0,6,2,2,6,0,1,1992,53914.11,no
26,no,,290.04,4,2,552,3,M,3,1,research scientist,4,,2342.59,6090.75,1,yes,20,4,2,part time,0,,2,2,8,2,2,1997,28111.13,no
47,no,travel_rarely,352.86,1,3,553,1,M,3,1,research scientist,4,,2850.0,7410.0,7,no,12,3,3,full time,1,17,2,2,6,1,2,1976,34200.0,yes
37,no,,290.04,5,2,554,3,M,4,1,laboratory technician,3,single,2342.59,6090.75,0,no,14,3,1,part time,0,7,2,1,6,1,3,1986,28111.13,no
32,no,,421.67,1,4,555,4,M,3,2,research scientist,1,married,3405.83,8855.17,4,desconocido,14,3,2,,1,9,3,2,6,1,2,1991,53914.11,yes
32,no,,556.26,2,3,556,4,M,3,2,research scientist,2,divorced,4492.84,11681.39,0,no,13,3,3,part time,2,10,4,2,9,1,6,1991,53914.11,yes
33,no,non-travel,553.84,16,3,557,3,F,3,2,sales executive,4,,4492.84,11630.67,1,yes,25,4,3,part time,1,7,2,3,6,1,2,1990,53680.0,no
47,yes,,1334.67,9,3,558,3,M,1,4,sales executive,3,married,4492.84,28028.0,7,no,11,,3,full time,0,25,3,1,23,14,10,1976,129360.0,yes
41,yes,,556.26,1,2,559,2,F,3,2,sales executive,4,,4492.84,11681.39,8,yes,11,3,1,part time,0,8,0,1,6,0,5,1982,53914.11,no
35,no,travel_rarely,290.04,16,3,560,1,M,4,1,laboratory technician,2,married,4492.84,6090.75,0,desconocido,13,3,3,part time,1,6,5,3,5,0,3,1988,28111.13,no
29,no,travel_rarely,290.04,2,3,561,3,M,3,1,research scientist,2,married,2342.59,6090.75,0,no,23,4,4,part time,1,,3,3,5,0,4,1994,28111.13,no
32,no,travel_rarely,556.26,1,3,562,2,M,3,2,research scientist,2,,4492.84,11681.39,1,no,17,3,2,part time,2,10,3,3,10,0,9,1991,53914.11,yes
35,no,travel_rarely,290.04,1,3,563,2,M,2,1,research scientist,3,single,2342.59,6090.75,1,no,18,3,1,part time,0,6,3,3,6,0,4,1988,28111.13,no
56,no,,1032.49,13,3,564,4,M,1,3,manufacturing director,4,,8339.32,21682.23,4,no,11,3,1,,0,37,3,2,6,0,2,1967,53914.11,yes
28,no,,435.5,4,3,565,2,M,3,2,sales executive,3,,4492.84,9145.5,1,desconocido,15,3,2,part time,0,5,3,4,5,0,4,1995,42210.0,yes
25,yes,travel_rarely,556.26,5,3,566,3,M,2,2,sales executive,3,single,4492.84,11681.39,1,yes,11,3,4,,0,,1,3,6,0,3,1998,53914.11,yes
56,yes,,512.06,14,4,567,2,F,3,1,research scientist,2,,4492.84,10753.17,9,desconocido,18,3,1,full time,3,7,2,3,5,4,3,1967,49630.0,yes
26,no,,290.04,6,3,568,3,F,2,1,research scientist,2,married,4492.84,6090.75,1,desconocido,19,3,3,part time,0,5,3,2,5,4,3,1997,28111.13,no
32,yes,,433.33,9,3,569,1,F,3,1,laboratory technician,1,,3500.0,9100.0,7,no,22,4,1,,0,,2,4,5,0,4,1991,53914.11,no
30,no,travel_rarely,290.04,18,3,570,1,F,3,1,research scientist,3,single,2342.59,6090.75,1,no,14,3,3,part time,0,,4,2,5,0,4,1993,28111.13,yes
50,no,travel_rarely,1973.98,11,3,571,3,F,3,5,manager,2,,15943.72,41453.67,3,desconocido,15,3,2,,0,,5,3,5,4,4,1973,53914.11,no
32,no,,290.04,6,5,572,3,M,3,1,research scientist,3,,2342.59,6090.75,3,no,20,4,1,part time,0,8,2,,5,1,4,1991,28111.13,no
45,no,travel_rarely,516.49,4,2,573,3,F,3,2,sales executive,1,,4171.67,10846.33,4,desconocido,11,3,1,,1,9,3,4,5,0,3,1978,53914.11,no
43,no,,290.04,7,3,574,4,M,4,1,research scientist,4,divorced,2342.59,6090.75,4,no,14,3,4,part time,3,7,3,4,5,2,2,1980,28111.13,yes
29,yes,,788.15,27,3,575,2,F,3,3,sales executive,4,married,4492.84,16551.17,1,desconocido,22,4,4,part time,3,10,3,2,10,1,9,1994,76390.0,yes
31,no,non-travel,556.26,1,4,576,3,M,1,2,manufacturing director,3,,4492.84,11681.39,0,desconocido,12,3,4,part time,1,6,2,3,5,1,4,1992,53914.11,yes
33,yes,,290.04,14,3,577,3,M,3,1,laboratory technician,4,married,2342.59,6090.75,5,yes,13,3,3,,1,8,2,1,5,0,4,1990,53914.11,no
31,yes,,290.04,29,2,578,3,M,2,1,laboratory technician,2,,2342.59,6090.75,0,no,11,3,2,part time,0,,2,4,5,1,4,1992,28111.13,yes
37,no,,670.84,6,4,579,3,M,3,2,sales executive,4,,5418.33,14087.67,4,no,14,3,2,,1,,5,4,5,0,1,1986,53914.11,yes
50,no,,1973.98,4,1,580,1,M,3,5,research director,2,divorced,15943.72,41453.67,3,no,14,3,1,,2,28,4,2,10,1,6,1973,53914.11,no
42,no,travel_frequently,1395.44,26,3,581,3,F,3,4,sales executive,2,married,4492.84,29304.17,5,desconocido,14,3,4,full time,1,,2,,20,4,8,1981,135250.0,yes
27,no,,556.26,2,3,582,4,M,3,2,sales executive,3,,4492.84,11681.39,1,yes,11,3,1,,0,5,3,3,5,0,4,1996,53914.11,yes
27,no,non-travel,655.06,1,1,583,3,M,3,2,sales executive,2,,5290.83,13756.17,0,yes,13,3,4,,1,,0,,5,1,4,1996,53914.11,yes
41,no,travel_rarely,556.26,6,3,584,4,M,2,2,manufacturing director,2,single,4492.84,11681.39,6,yes,15,3,4,part time,0,,3,3,5,1,2,1982,53914.11,yes
37,no,travel_rarely,290.04,10,3,585,3,F,3,1,laboratory technician,1,,2342.59,6090.75,6,no,20,4,2,part time,1,,3,3,5,0,3,1986,28111.13,yes
40,yes,,658.25,22,2,586,22,M,2,2,sales executive,3,,4492.84,13823.33,2,yes,12,3,1,full time,2,8,6,3,6,1,0,1983,63800.0,yes
55,no,,1582.77,2,3,587,3,F,3,4,manager,4,single,12783.92,33238.2,2,yes,13,3,3,full time,0,,2,3,5,1,2,1968,153407.07,no
26,yes,travel_frequently,320.05,3,1,588,3,M,3,1,research scientist,1,,4492.84,6721.0,0,desconocido,22,4,3,full time,0,,2,3,6,0,4,1997,31020.0,yes
40,no,travel_rarely,556.26,2,2,589,4,F,3,2,sales executive,2,divorced,4492.84,11681.39,7,desconocido,12,3,3,part time,2,,5,3,5,1,3,1983,53914.11,yes
25,no,,556.26,4,2,590,2,F,2,2,sales executive,4,single,4492.84,11681.39,1,yes,11,3,2,part time,0,5,3,3,5,1,3,1998,53914.11,no
30,no,,556.26,12,3,591,2,F,3,2,sales executive,3,single,4492.84,11681.39,0,no,11,,2,part time,0,,6,3,5,4,4,1993,53914.11,yes
52,no,travel_rarely,1032.49,32,3,592,4,M,2,3,manufacturing director,3,married,4492.84,21682.23,2,desconocido,14,,3,part time,0,,4,3,5,0,4,1971,100071.84,no
42,no,travel_frequently,470.06,12,2,593,1,F,3,2,research scientist,3,,3796.67,9871.33,2,no,11,3,2,part time,1,19,3,3,5,0,2,1981,45560.0,no
30,no,travel_rarely,556.26,2,3,594,3,F,1,2,manufacturing director,4,,4492.84,11681.39,2,no,20,4,3,,0,11,2,3,5,0,2,1993,53914.11,yes
35,no,travel_rarely,436.43,22,3,595,4,M,1,1,laboratory technician,3,single,3525.0,9165.0,0,no,15,3,3,full time,0,,2,3,5,4,3,1988,42300.0,no
31,no,travel_rarely,1032.49,7,3,596,3,M,2,3,manager,4,divorced,4492.84,21682.23,9,desconocido,21,4,3,part time,1,10,3,2,5,0,1,1992,100071.84,yes
35,no,travel_rarely,501.33,1,3,597,1,F,3,2,sales executive,3,single,4492.84,10527.83,1,desconocido,16,3,4,part time,0,5,3,3,5,0,3,1988,48590.0,yes
25,no,,290.04,13,1,598,2,M,3,1,sales representative,3,,2342.59,6090.75,1,desconocido,11,3,3,,0,7,1,3,7,0,6,1998,28111.13,yes
32,no,travel_rarely,652.27,9,4,599,1,F,3,2,research scientist,4,married,4492.84,13697.67,1,desconocido,12,3,4,full time,1,6,2,,6,0,5,1991,63220.0,no
47,yes,,556.26,27,2,600,2,F,4,2,sales executive,3,,4492.84,11681.39,4,yes,12,3,4,part time,0,8,2,3,5,1,3,1976,53914.11,no
30,no,travel_frequently,290.04,5,4,601,2,M,2,1,research scientist,4,divorced,4492.84,6090.75,9,no,12,3,2,part time,1,10,3,2,5,0,3,1993,28111.13,yes
45,no,,1110.26,9,3,602,4,M,3,3,sales executive,1,divorced,8967.5,23315.5,4,yes,12,3,3,full time,1,18,2,3,5,0,2,1978,107610.0,no
36,no,travel_rarely,290.04,8,3,603,1,M,2,1,human resources,1,,2342.59,6090.75,0,desconocido,21,4,3,,0,,3,3,5,0,3,1987,53914.11,yes
31,no,,290.04,11,4,604,4,M,3,1,research scientist,4,,2342.59,6090.75,3,desconocido,19,3,2,part time,1,,2,3,6,0,2,1992,28111.13,yes
37,no,travel_frequently,306.74,21,2,605,3,F,3,1,sales representative,4,married,4492.84,6441.5,5,desconocido,15,3,2,full time,1,,3,3,5,0,0,1986,29730.0,no
39,no,travel_rarely,536.92,2,3,606,4,F,2,2,human resources,4,,4336.67,11275.33,8,no,11,3,3,part time,2,13,2,3,5,0,4,1984,52040.0,no
42,no,,556.26,14,2,607,3,F,2,2,sales executive,3,,4492.84,11681.39,7,desconocido,17,3,1,part time,0,,6,3,5,0,3,1981,53914.11,yes
30,no,travel_rarely,1032.49,8,2,608,3,M,3,3,sales executive,3,,8339.32,21682.23,5,no,11,3,1,part time,1,,2,4,8,7,7,1993,100071.84,no
50,no,,1795.13,1,2,609,4,M,3,4,research director,4,divorced,14499.17,37697.83,9,no,22,,3,full time,1,32,1,2,5,1,3,1973,173990.0,yes
59,no,travel_rarely,1032.49,1,2,610,2,M,3,3,manager,4,,8339.32,21682.23,3,yes,14,3,3,,1,14,1,1,6,0,4,1964,53914.11,yes
54,no,,1032.49,2,4,611,3,F,2,3,sales executive,3,married,8339.32,21682.23,6,no,11,3,2,part time,1,13,4,3,9,7,0,1969,100071.84,yes
56,no,,290.04,9,3,612,1,F,3,1,research scientist,3,married,4492.84,6090.75,2,no,19,3,2,part time,1,18,4,3,5,0,3,1967,28111.13,no
48,no,,1742.1,1,4,613,1,M,4,4,manager,4,single,4492.84,36584.17,2,no,22,,3,full time,0,,3,2,5,2,1,1975,168850.0,yes
39,no,,556.26,9,3,614,3,M,3,2,laboratory technician,2,single,4492.84,11681.39,9,no,15,3,3,part time,0,9,2,2,5,0,3,1984,53914.11,no
35,no,travel_rarely,446.02,8,4,615,3,M,3,1,human resources,3,,4492.84,9366.5,1,no,17,3,2,full time,0,6,2,1,5,1,4,1988,43230.0,yes
42,no,travel_rarely,531.87,4,4,616,2,M,3,2,sales executive,1,single,4295.83,11169.17,7,no,13,3,4,,0,,3,,6,1,5,1981,51550.0,no
44,yes,,302.92,10,4,617,3,M,3,1,research scientist,3,single,4492.84,6361.33,1,yes,11,3,3,full time,0,6,4,3,6,0,2,1979,29360.0,no
29,no,travel_rarely,290.04,15,1,618,2,F,1,1,research scientist,4,married,4492.84,6090.75,0,yes,18,,1,part time,1,6,2,2,5,1,3,1994,28111.13,no
33,no,,290.04,2,3,619,2,M,3,1,human resources,3,,2342.59,6090.75,1,no,13,3,4,,1,5,2,3,5,1,4,1990,53914.11,yes
54,no,travel_frequently,1032.49,1,4,620,4,F,3,3,manufacturing director,3,,8339.32,21682.23,7,no,17,3,1,part time,1,33,2,1,5,1,4,1969,100071.84,no
46,no,,1938.55,4,2,621,4,F,2,5,manager,2,married,15657.5,40709.5,2,desconocido,14,3,3,,1,,2,3,11,0,8,1977,187890.0,yes
30,no,non-travel,556.26,9,2,622,3,F,3,2,manufacturing director,3,single,4492.84,11681.39,7,yes,18,,3,part time,0,10,3,3,8,1,7,1993,53914.11,yes
32,yes,travel_rarely,503.8,7,2,623,4,M,3,2,laboratory technician,3,,4069.17,10579.83,1,desconocido,18,3,1,part time,1,,3,3,10,1,1,1991,48830.0,yes
40,yes,,1032.49,25,4,624,4,M,2,3,sales executive,2,single,4492.84,21682.23,2,yes,12,3,3,part time,0,9,2,3,5,1,0,1983,100071.84,yes
34,no,non-travel,209.34,26,1,625,1,F,2,1,research scientist,3,divorced,4492.84,4396.17,1,no,20,4,3,part time,3,5,2,3,5,0,0,1989,20290.0,yes
39,no,travel_rarely,556.26,21,4,626,1,M,2,2,sales executive,4,married,4492.84,11681.39,3,desconocido,12,3,4,part time,2,8,2,4,5,1,4,1984,53914.11,no
37,no,,309.11,4,1,627,3,M,3,1,research scientist,3,married,2496.67,6491.33,7,yes,15,3,4,full time,0,8,2,3,6,1,3,1986,29960.0,no
33,no,,556.26,41,1,628,41,M,3,2,sales executive,4,married,4492.84,11681.39,6,desconocido,13,3,1,part time,0,8,2,4,5,1,2,1990,53914.11,yes
39,no,non-travel,1032.49,25,2,629,3,M,3,3,healthcare representative,3,,8339.32,21682.23,3,no,21,4,2,part time,1,13,2,3,6,0,5,1984,100071.84,no
52,no,travel_rarely,290.04,8,4,630,3,F,3,1,laboratory technician,1,married,4492.84,6090.75,9,no,13,,3,part time,0,12,2,1,5,0,4,1971,28111.13,yes
36,no,,957.25,3,4,631,1,F,3,2,sales executive,2,single,7731.67,20102.33,3,yes,16,3,4,full time,0,15,3,3,5,0,1,1987,92780.0,yes
36,no,,556.26,47,4,632,47,M,2,2,laboratory technician,4,single,4492.84,11681.39,1,desconocido,16,3,3,part time,0,10,2,2,10,1,8,1987,53914.11,yes
24,no,travel_rarely,429.41,4,1,633,4,F,3,2,sales executive,3,married,3468.33,9017.67,1,yes,12,3,3,,2,,3,3,5,0,3,1999,53914.11,yes
34,no,travel_rarely,290.04,1,3,634,4,F,2,1,laboratory technician,2,,4492.84,6090.75,5,no,17,3,1,part time,1,7,2,2,5,0,2,1989,28111.13,no
28,no,,556.26,5,3,635,4,M,3,2,sales executive,1,single,4492.84,11681.39,0,desconocido,18,3,4,part time,0,,4,3,5,1,3,1995,53914.11,yes
33,no,travel_rarely,290.04,4,4,636,1,F,2,1,laboratory technician,2,,2342.59,6090.75,8,no,11,3,4,part time,0,8,5,3,5,0,2,1990,28111.13,yes
47,no,travel_rarely,556.26,14,3,637,3,F,3,2,sales executive,3,married,4492.84,11681.39,3,desconocido,17,3,3,part time,1,,4,2,5,1,2,1976,53914.11,yes
40,yes,,290.04,9,4,638,4,M,3,1,laboratory technician,1,single,2342.59,6090.75,3,desconocido,14,3,2,part time,0,15,3,1,5,1,0,1983,28111.13,no
45,no,travel_rarely,290.04,49,3,639,49,M,3,1,research scientist,4,married,2342.59,6090.75,4,no,20,4,4,part time,1,,3,3,5,0,3,1978,28111.13,yes
40,no,travel_rarely,556.26,9,2,640,1,M,3,2,sales executive,1,,4492.84,11681.39,0,desconocido,12,3,4,part time,0,,5,4,8,7,1,1983,53914.11,yes
29,no,,913.4,2,1,641,1,M,3,2,healthcare representative,4,,7377.5,19181.5,1,desconocido,19,3,4,full time,1,6,0,4,6,1,3,1994,88530.0,yes
40,no,,556.26,14,2,642,4,F,3,2,sales executive,1,married,4492.84,11681.39,1,no,15,3,3,part time,1,5,2,3,5,1,2,1983,53914.11,yes
43,no,,503.08,27,3,643,4,M,4,1,laboratory technician,2,divorced,4492.84,10564.67,5,desconocido,12,3,3,full time,1,,0,,6,0,2,1980,48760.0,no
30,no,,220.9,7,3,644,2,M,2,1,research scientist,2,,4492.84,4638.83,1,no,12,3,2,part time,1,6,3,2,6,1,1,1993,21410.0,yes
38,no,,800.22,2,2,645,4,F,2,3,manufacturing director,3,,6463.33,16804.67,3,desconocido,19,3,4,,1,10,6,4,5,0,2,1985,53914.11,yes
37,no,travel_rarely,406.1,10,3,646,2,F,3,1,research scientist,2,married,4492.84,8528.0,1,desconocido,11,3,1,full time,1,8,2,1,8,7,7,1986,39360.0,no
39,no,travel_rarely,556.26,12,3,647,4,M,3,2,manufacturing director,2,,4492.84,11681.39,4,no,21,4,3,part time,0,,3,3,5,1,0,1984,53914.11,yes
36,no,travel_rarely,705.92,11,2,648,11,M,4,2,healthcare representative,1,divorced,4492.84,14824.33,6,no,20,4,1,full time,1,13,3,3,5,0,4,1987,68420.0,yes
23,yes,travel_rarely,411.56,8,1,649,4,M,2,1,laboratory technician,3,single,3324.17,8642.83,1,desconocido,11,,1,full time,0,5,2,3,5,1,2,2000,39890.0,yes
35,no,,508.65,2,4,650,1,M,2,1,research scientist,4,,4492.84,10681.67,0,yes,14,3,3,full time,0,6,2,4,5,1,4,1988,49300.0,yes
31,no,travel_frequently,556.26,24,1,651,4,F,3,2,manufacturing director,4,single,4492.84,11681.39,2,desconocido,20,4,4,part time,0,9,3,2,5,1,4,1992,53914.11,yes
38,no,travel_rarely,381.95,6,2,652,4,F,2,1,laboratory technician,3,married,3085.0,8021.0,1,no,11,3,2,,1,5,3,3,5,0,4,1985,53914.11,yes
35,no,,279.09,23,4,653,2,M,1,1,laboratory technician,3,married,2254.17,5860.83,0,desconocido,16,,2,part time,1,6,2,4,5,0,3,1988,27050.0,yes
40,no,,458.92,12,3,654,2,F,3,2,healthcare representative,1,,3706.67,9637.33,2,desconocido,12,3,2,part time,1,15,3,3,7,7,7,1983,44480.0,yes
27,no,travel_frequently,245.45,48,2,655,48,F,3,1,laboratory technician,4,single,4492.84,5154.5,0,yes,14,3,3,part time,0,6,3,2,5,0,2,1996,23790.0,yes
41,no,,556.26,8,3,656,3,F,3,2,sales executive,2,,4492.84,11681.39,5,no,21,4,3,,1,14,3,3,5,1,4,1982,53914.11,yes
33,no,travel_rarely,566.12,15,4,657,2,M,3,2,sales executive,3,single,4492.84,11888.5,1,no,14,3,2,full time,0,,2,2,10,0,9,1990,54870.0,no
49,no,,1973.98,2,1,658,2,M,3,5,research director,4,married,15943.72,41453.67,3,no,15,3,4,,0,28,3,3,5,4,3,1974,53914.11,no
36,no,non-travel,289.92,9,4,659,1,M,4,1,laboratory technician,2,,4492.84,6088.33,1,no,22,4,2,part time,0,5,3,3,5,0,2,1987,28100.0,yes
